Name,Effect,EnchantmentType,Weight,Tags,IsNegative
Positive_Skills_have_1_2_additional_charges_when_fighting,Skills have 1-2 additional charges when fighting Boss enemies,Generic,1.0,Scope.BossOnly,False
Positive_Blocking_an_attack_has_a_20_40_chance_to_fully,Blocking an attack has a 20%-40% chance to fully negate all damage,Generic,1.0,Stat.Defense.Block,False
Positive_You_block_for_65_75_of_damage_instead_of_the_n,You block for 65%-75% of damage instead of the normal 50%,Generic,1.0,Stat.Defense.Block,False
Positive_Gain_3_8_additional_class_points,Gain 3-8 additional class points,Generic,1.0,Stat.Progression.ClassPoints,False
Positive_Every_time_you_apply_a_DOT_instead_add_2_4_stac,"Every time you apply a DOT, instead add 2-4 stacks",Generic,2.0,Keyword.DoT.Generic,False
Positive_Projectiles_ricochet_1_4_times,Projectiles ricochet 1-4 times,Generic,2.0,"Type.Projectile, Type.Ranged",False
Positive_Enemies_killed_by_you_explode_for_the_overkill_a,Enemies killed by you explode for the overkill amount,Generic,2.0,"Type.AOE.PointBlank, Trigger.OnKill",False
Positive_Your_armor_is_doubled_against_melee_attacks,Your armor is doubled against melee attacks,Generic,2.0,"Stat.Defense.Armor, Stat.Defense.Melee",False
Positive_Sockets_on_this_equipment_fit_any_gem_type,Sockets on this equipment fit any gem type,Generic,2.0,Item.Slot.Weapon,False
Positive_Reflect_20_100_of_damage_blocked_back_at_attac,Reflect 20%-100% of damage blocked back at attackers,Generic,2.0,Stat.Defense.Block,False
Positive_Nearby_allies_gain_10_20_more_damage,Nearby allies gain 10-20% more damage,Generic,2.0,"Type.Buff, Stat.Offense.Global",False
Positive_Your_spells_cost_10_20_less_mana,Your spells cost 10%-20% less mana,Generic,2.0,"Type.Spell, Stat.Resource.Mana",False
Positive_Reflect_20_50_of_damage_taken_back_to_attacker,Reflect 20%-50% of damage taken back to attackers,Generic,2.0,Stat.Defense.Retaliation,False
Positive_Your_melee_attacks_have_a_12_15_chance_to_trig,Your melee attacks have a 12%-15% chance to trigger twice,Generic,2.0,"Type.Strike, Type.Melee",False
Positive_Skills_get_1_4_to_projectile_count,Skills get +1-4 to projectile count,Generic,2.0,Type.Projectile,False
Positive_Your_trap_skills_get_1_6_to_max_trap_count,Your trap skills get +1-6 to max trap count,Generic,2.0,Type.Trap,False
Positive_Add_1_3_to_your_max_deployable_count,Add +1-3 to your max deployable count,Generic,2.0,Type.Deployable,False
Positive_Traps_trigger_simultaneously_when_any_one_of_the,"Traps trigger simultaneously when any one of them is triggered, if within 8-12 meters of each other",Generic,2.0,Type.Trap,False
Positive_Traps_deal_bonus_damage_equal_to_5_10_of_the_t,Traps deal bonus damage equal to 5%-10% of the triggering enemy's maximum HP,Generic,2.0,Type.Trap,False
Positive_Enemies_killed_by_traps_explode_dealing_50_100,"Enemies killed by traps explode, dealing 50%-100% of the trap's damage to all enemies within 4 meters",Generic,2.0,"Type.Trap, Type.AOE.PointBlank, Trigger.OnKill",False
Positive_Each_trap_triggered_in_the_last_10_seconds_incre,Each trap triggered in the last 10 seconds increases your damage by 8%-15%,Generic,2.0,"Type.Trap, Stat.Offense.Global",False
Positive_Your_traps_ignore_20_40_of_enemy_armor,Your traps ignore 20%-40% of enemy armor,Generic,2.0,"Type.Trap, Stat.Defense.Armor",False
Positive_When_a_gadget_kills_an_enemy_it_fires_an_additi,"When a gadget kills an enemy, it fires an additional burst at the nearest enemy within its range",Generic,2.0,"Type.Deployable, Trigger.OnKill",False
Positive_Gadgets_deal_bonus_damage_equal_to_3_6_of_your,Gadgets deal bonus damage equal to 3%-6% of your maximum HP per hit,Generic,2.0,"Type.Deployable, Stat.Defense.Life",False
Positive_Your_gadgets_prioritize_the_highest_HP_enemy_wit,Your gadgets prioritize the highest HP enemy within their range instead of the nearest,Generic,2.0,Type.Deployable,False
Positive_When_any_of_your_gadgets_is_destroyed_all_remai,"When any of your gadgets is destroyed, all remaining gadgets gain 30%-50% increased damage for 5 seconds",Generic,2.0,Type.Deployable,False
Positive_Gadgets_fire_at_all_enemies_within_range_simulta,Gadgets fire at all enemies within range simultaneously once every 5-8 seconds,Generic,2.0,Type.Deployable,False
Positive_When_a_trap_is_triggered_near_an_active_gadget,"When a trap is triggered near an active gadget, the gadget fires an immediate bonus shot at the triggering enemy",Generic,2.0,"Type.Trap, Type.Deployable",False
Positive_When_a_gadget_is_destroyed_it_arms_all_traps_wit,When a gadget is destroyed it arms all traps within 12 meters instantly,Generic,2.0,"Type.Trap, Type.Deployable",False
Positive_Your_heavy_attack_is_converted_into_a_placeable,"Your heavy attack is converted into a placeable trap. When triggered, it fires your heavy attack at the nearest enemy. Scales off trap damage. All placed copies share the heavy attack cooldown.",Generic,2.0,"Type.Trap, Slot.Heavy",False
Positive_Your_heavy_attack_is_converted_into_a_deployable,Your heavy attack is converted into a deployable gadget that fires your heavy attack at the nearest enemy within range once per heavy attack cooldown. Scales off gadget damage.,Generic,2.0,"Type.Deployable, Slot.Heavy",False
Positive_Your_heavy_attack_deals_30_60_increased_damage,Your heavy attack deals 30%-60% increased damage,Generic,2.0,Slot.Heavy,False
Positive_Your_heavy_attack_has_1_2_additional_charges,Your heavy attack has 1-2 additional charges,Generic,2.0,Slot.Heavy,False
Positive_Your_heavy_attack_hits_all_enemies_in_a_180_degr,Your heavy attack hits all enemies in a 180 degree arc in front of you,Generic,2.0,"Slot.Heavy, Type.AOE.PointBlank",False
Positive_Your_special_ability_cooldown_is_reset_when_you,Your special ability cooldown is reset when you kill an enemy,Generic,2.0,"Slot.Special, Trigger.OnKill",False
Positive_Your_special_ability_has_1_2_additional_charges,Your special ability has 1-2 additional charges,Generic,2.0,Slot.Special,False
Positive_Your_support_ability_affects_all_allies_within_1,Your support ability affects all allies within 15 meters instead of just yourself,Generic,2.0,"Slot.Support, Type.Buff",False
Positive_Your_aura_also_applies_its_effect_to_all_allies,Your aura also applies its effect to all allies within range,Generic,2.0,"Slot.Aura, Type.AOE.Aura, Type.Buff",False
Positive_Your_movement_ability_deals_50_100_of_your_wea,Your movement ability deals 50%-100% of your weapon damage to all enemies along its path,Generic,2.0,"Slot.Movement, Type.Strike",False
Positive_Your_movement_ability_has_1_2_additional_charges,Your movement ability has 1-2 additional charges,Generic,2.0,Slot.Movement,False
Positive_Your_movement_ability_leaves_a_persistent_AOE_zo,Your movement ability leaves a persistent AOE zone at both start and end locations for 3-5 seconds,Generic,2.0,"Slot.Movement, Type.AOE.Persistent",False
Positive_Your_ultimate_ability_cooldown_is_reduced_by_20,Your ultimate ability cooldown is reduced by 20%-40%,Generic,2.0,Slot.Ultimate,False
Positive_Every_3_blocks_in_quick_succession_triggers_a_sh,Every 3 blocks in quick succession triggers a shockwave dealing 100%-200% weapon damage to nearby enemies,Generic,2.0,"Trigger.OnBlock, Type.AOE.PointBlank",False
Positive_Critical_hits_grant_a_stack_of_power_increasing,"Critical hits grant a stack of power increasing all damage by 3%-5% for 5 seconds, up to 5 stacks",Generic,2.0,"Trigger.OnCrit, Stat.Offense.Global",False
Positive_Your_first_critical_hit_against_each_enemy_deals,Your first critical hit against each enemy deals an additional 50%-100% bonus damage,Generic,2.0,"Trigger.OnCrit, Scope.FirstHit",False
Positive_When_you_dodge_an_attack_your_next_skill_deals_3,When you dodge an attack your next skill deals 30%-60% increased damage,Generic,2.0,"Trigger.OnDodge, Stat.Offense.Global",False
Positive_When_you_die_all_your_active_traps_and_gadgets,"When you die, all your active traps and gadgets immediately trigger simultaneously",Generic,2.0,"Trigger.OnDeath, Type.Trap, Type.Deployable",False
Positive_When_you_die_all_active_DoTs_on_nearby_enemies,"When you die, all active DoTs on nearby enemies instantly deal their remaining damage",Generic,2.0,"Trigger.OnDeath, Keyword.DoT.Generic, Type.AOE.PointBlank",False
Positive_Every_skill_use_has_a_5_15_chance_to_cast_a_se,Every skill use has a 5%-15% chance to cast a second time for free,Generic,2.0,"Trigger.OnSkillUse, Scope.Global",False
Positive_When_your_class_resource_is_full_your_next_skil,"When your class resource is full, your next skill deals 30%-60% increased damage",Generic,2.0,"Trigger.OnResourceFull, Stat.Offense.Global",False
Positive_When_your_class_resource_is_full_critical_hit_c,"When your class resource is full, critical hit chance is increased by 15%-30%",Generic,2.0,"Trigger.OnResourceFull, Stat.Offense.Crit",False
Positive_When_your_class_resource_hits_zero_gain_20_40,"When your class resource hits zero, gain 20%-40% increased damage for 5 seconds",Generic,2.0,"Trigger.OnResourceEmpty, Stat.Offense.Global",False
Positive_When_your_class_resource_hits_zero_instantly_re,"When your class resource hits zero, instantly restore 20%-40% of your maximum HP",Generic,2.0,"Trigger.OnResourceEmpty, Stat.Defense.Life",False
Positive_When_your_class_resource_hits_zero_all_skill_co,"When your class resource hits zero, all skill cooldowns are reduced by 2-4 seconds",Generic,2.0,Trigger.OnResourceEmpty,False
Positive_Each_unique_debuff_you_apply_to_an_enemy_increas,Each unique debuff you apply to an enemy increases your damage against that enemy by 5%-10%,Generic,2.0,"Trigger.OnStatusApplied, Type.Debuff, Stat.Offense.Global",False
Positive_Staggered_enemies_take_20_35_increased_damage,Staggered enemies take 20%-35% increased damage from all sources,Generic,2.0,"Keyword.Stagger, Stat.Offense.Global",False
Positive_Enemies_you_stagger_are_also_briefly_rooted_for,Enemies you stagger are also briefly rooted for 0.5-1.5 seconds,Generic,2.0,"Keyword.Stagger, Keyword.CC",False
Positive_Charge_skills_deal_30_60_bonus_damage_proporti,Charge skills deal 30%-60% bonus damage proportional to distance traveled,Generic,2.0,"Keyword.Charge, Stat.Offense.Global",False
Positive_Charge_skills_leave_a_persistent_AOE_zone_at_the,Charge skills leave a persistent AOE zone at the impact point for 3-6 seconds,Generic,2.0,"Keyword.Charge, Type.AOE.Persistent",False
Positive_Your_energy_shield_absorbs_10_20_of_HP_damage,Your energy shield absorbs 10%-20% of HP damage before your HP is affected,Generic,2.0,"Keyword.Shield, Stat.Defense.EnergyShield",False
Positive_When_your_energy_shield_fully_recharges_release,"When your energy shield fully recharges, release a nova dealing 50%-100% weapon damage to nearby enemies",Generic,2.0,"Keyword.Shield, Type.AOE.PointBlank",False
Positive_Damage_absorbed_by_your_energy_shield_is_convert,Damage absorbed by your energy shield is converted to bonus damage on your next attack,Generic,2.0,"Keyword.Shield, Stat.Defense.EnergyShield, Stat.Offense.Global",False
Positive_Each_summon_reduces_all_your_skill_cooldowns_by,Each summon reduces all your skill cooldowns by 1-2 seconds,Generic,2.0,"Keyword.Summon, Type.Summon",False
Positive_While_moving_your_damage_is_increased_by_15_30,"While moving, your damage is increased by 15%-30%",Generic,2.0,"Scope.WhileMoving, Stat.Offense.Global",False
Positive_While_moving_you_take_10_20_less_damage,"While moving, you take 10%-20% less damage",Generic,2.0,"Scope.WhileMoving, Stat.Defense.Global",False
Positive_While_stationary_your_damage_is_increased_by_20,"While stationary, your damage is increased by 20%-40%",Generic,2.0,"Scope.WhileStationary, Stat.Offense.Global",False
Positive_While_stationary_you_take_15_30_less_damage,"While stationary, you take 15%-30% less damage",Generic,2.0,"Scope.WhileStationary, Stat.Defense.Global",False
Positive_While_stationary_for_more_than_3_seconds_your_a,"While stationary for more than 3 seconds, your armor is doubled",Generic,2.0,"Scope.WhileStationary, Stat.Defense.Armor",False
Positive_Your_first_hit_against_each_enemy_deals_100_300,Your first hit against each enemy deals 100%-300% bonus damage,Generic,2.0,Scope.FirstHit,False
Positive_Your_first_hit_against_each_enemy_applies_all_yo,Your first hit against each enemy applies all your active DoTs instantly,Generic,2.0,"Scope.FirstHit, Keyword.DoT.Generic",False
Positive_Your_skills_ignore_10_25_of_enemy_armor,Your skills ignore 10%-25% of enemy armor,Generic,2.0,"Stat.Offense.Penetration, Stat.Defense.Armor",False
Positive_Your_skills_ignore_10_25_of_enemy_resistances,Your skills ignore 10%-25% of enemy resistances,Generic,2.0,"Stat.Offense.Penetration, Stat.Defense.Resist",False
Positive_You_take_20_40_less_damage_from_spells,You take 20%-40% less damage from spells,Generic,2.0,Stat.Defense.Spell,False
Positive_Spells_that_hit_you_have_a_15_30_chance_to_be,Spells that hit you have a 15%-30% chance to be absorbed dealing no damage,Generic,2.0,Stat.Defense.Spell,False
Positive_Absorbed_spell_damage_is_converted_to_bonus_dama,Absorbed spell damage is converted to bonus damage on your next attack,Generic,2.0,"Stat.Defense.Spell, Stat.Offense.Global",False
Positive_Reflect_20_40_of_damage_taken_back_at_attacker,Reflect 20%-40% of damage taken back at attackers as retaliation damage,Generic,2.0,Stat.Defense.Retaliation,False
Positive_Retaliation_damage_is_increased_by_50_100_whil,Retaliation damage is increased by 50%-100% while your HP is below 50%,Generic,2.0,"Trigger.LowLife, Stat.Defense.Retaliation",False
Positive_Retaliation_damage_applies_to_all_enemies_within,Retaliation damage applies to all enemies within 3 meters when you are hit,Generic,2.0,"Type.AOE.PointBlank, Stat.Defense.Retaliation",False
Positive_Regenerate_1_3_of_your_maximum_HP_per_second,Regenerate 1%-3% of your maximum HP per second,Generic,2.0,"Stat.Recovery.Regen, Stat.Defense.Life",False
Positive_Your_HP_regeneration_continues_at_50_effectiven,Your HP regeneration continues at 50% effectiveness during combat,Generic,2.0,"Stat.Recovery.Regen, Stat.Defense.Life",False
Positive_Energy_shield_regeneration_begins_immediately_af,Energy shield regeneration begins immediately after taking damage with no delay,Generic,2.0,"Stat.Recovery.Regen, Stat.Defense.EnergyShield, Keyword.Shield",False
Positive_Skills_can_spend_HP_instead_of_mana_at_a_3_1_rat,Skills can spend HP instead of mana at a 3:1 ratio,Generic,2.0,"Stat.Resource.HP, Stat.Defense.Life, Stat.Resource.Mana",False
Positive_Skills_that_cost_HP_restore_that_amount_as_mana,Skills that cost HP restore that amount as mana,Generic,2.0,"Stat.Resource.HP, Stat.Resource.Mana",False
Positive_Your_class_resource_generates_20_40_faster,Your class resource generates 20%-40% faster,Generic,2.0,Stat.Resource.ClassResource,False
Positive_Your_maximum_class_resource_is_increased_by_20,Your maximum class resource is increased by 20%-40%,Generic,2.0,Stat.Resource.ClassResource,False
Positive_Your_class_resource_does_not_decay_out_of_combat,Your class resource does not decay out of combat,Generic,2.0,Stat.Resource.ClassResource,False
Positive_Melee_skills_deal_20_40_increased_damage,Melee skills deal 20%-40% increased damage,Generic,2.0,"Type.Melee, Stat.Offense.Global",False
Positive_Ranged_skills_deal_20_40_increased_damage,Ranged skills deal 20%-40% increased damage,Generic,2.0,"Type.Ranged, Stat.Offense.Global",False
Positive_Ranged_skills_deal_10_20_bonus_damage_for_each,Ranged skills deal 10%-20% bonus damage for each meter of distance to the target,Generic,2.0,"Type.Ranged, Stat.Offense.Global",False
Positive_Buff_effects_you_apply_are_20_40_more_potent,Buff effects you apply are 20%-40% more potent,Generic,2.0,Type.Buff,False
Positive_Applying_a_buff_to_yourself_also_applies_it_to_a,Applying a buff to yourself also applies it to all allies within 8 meters,Generic,2.0,Type.Buff,False
Positive_Each_active_buff_on_you_increases_your_damage_by,Each active buff on you increases your damage by 5%-10%,Generic,2.0,"Type.Buff, Stat.Offense.Global",False
Positive_Debuffed_enemies_take_10_20_increased_damage_f,Debuffed enemies take 10%-20% increased damage from all sources,Generic,2.0,"Type.Debuff, Stat.Offense.Global",False
Positive_Each_unique_debuff_on_an_enemy_increases_your_cr,Each unique debuff on an enemy increases your crit chance against them by 5%-10%,Generic,2.0,"Type.Debuff, Stat.Offense.Crit",False
Positive_Healing_skills_restore_30_60_more_HP,Healing skills restore 30%-60% more HP,Generic,2.0,"Type.Heal, Stat.Defense.Life",False
Positive_Overheal_converts_to_a_temporary_shield_absorbin,Overheal converts to a temporary shield absorbing up to 10%-20% of your max HP,Generic,2.0,"Type.Heal, Keyword.Shield, Stat.Defense.EnergyShield",False
Positive_Summon_skills_have_30_60_reduced_cooldown,Summon skills have 30%-60% reduced cooldown,Generic,2.0,"Type.Summon, Keyword.Summon",False
Positive_You_can_have_1_2_additional_minions_active_simul,You can have 1-2 additional minions active simultaneously,Generic,2.0,"Type.Summon, Type.Minion",False
Positive_When_a_minion_dies_it_automatically_re_summons_a,When a minion dies it automatically re-summons after 3-6 seconds,Generic,2.0,"Type.Summon, Type.Minion",False
Positive_Burn_effects_you_apply_deal_30_60_increased_da,Burn effects you apply deal 30%-60% increased damage per second,Generic,2.0,Keyword.DoT.Burn,False
Positive_Burn_effects_you_apply_spread_to_1_2_nearby_enem,Burn effects you apply spread to 1-2 nearby enemies,Generic,2.0,"Keyword.DoT.Burn, Type.AOE.PointBlank",False
Positive_Your_burn_effects_have_a_20_40_chance_to_explo,Your burn effects have a 20%-40% chance to explode for double their remaining damage when they expire,Generic,2.0,"Keyword.DoT.Burn, Type.AOE.PointBlank",False
Positive_Poison_effects_you_apply_deal_30_60_increased,Poison effects you apply deal 30%-60% increased damage per second,Generic,2.0,Keyword.DoT.Poison,False
Positive_Poison_stacks_on_an_enemy_reduce_their_damage_ou,Poison stacks on an enemy reduce their damage output by 2%-4% per stack,Generic,2.0,"Keyword.DoT.Poison, Type.Debuff",False
Positive_Disease_effects_you_apply_spread_to_1_3_nearby_e,Disease effects you apply spread to 1-3 nearby enemies when the afflicted enemy dies,Generic,2.0,"Keyword.DoT.Disease, Trigger.OnDeath",False
Positive_Disease_effects_reduce_enemy_healing_by_50_100,Disease effects reduce enemy healing by 50%-100%,Generic,2.0,"Keyword.DoT.Disease, Type.Debuff",False
Positive_Necrosis_effects_deal_20_40_of_their_remaining,Necrosis effects deal 20%-40% of their remaining damage instantly when you land a critical hit,Generic,2.0,"Keyword.DoT.Necrosis, Trigger.OnCrit",False
Positive_Necrosis_stacks_reduce_enemy_maximum_HP_by_1_2,Necrosis stacks reduce enemy maximum HP by 1%-2% per stack,Generic,2.0,"Keyword.DoT.Necrosis, Type.Debuff",False
Positive_Void_splinter_stacks_detonate_for_50_100_incre,Void splinter stacks detonate for 50%-100% increased damage,Generic,2.0,Keyword.DoT.VoidSplinter,False
Positive_Void_splinter_stacks_spread_to_nearby_enemies_wh,Void splinter stacks spread to nearby enemies when the afflicted enemy dies,Generic,2.0,"Keyword.DoT.VoidSplinter, Trigger.OnDeath, Type.AOE.PointBlank",False
Positive_Your_retaliation_damage_is_increased_by_50_100,Your retaliation damage is increased by 50%-100%,Generic,2.0,Stat.Defense.Retaliation,False
Positive_Your_retaliation_damage_is_increased_by_5_10_f,Your retaliation damage is increased by 5%-10% for each point of armor you have,Generic,2.0,"Stat.Defense.Retaliation, Stat.Defense.Armor",False
Positive_Your_retaliation_damage_is_tripled_while_below_3,Your retaliation damage is tripled while below 30% HP,Generic,2.0,"Stat.Defense.Retaliation, Trigger.LowLife",False
Positive_Retaliation_damage_hits_all_enemies_within_3_5_m,Retaliation damage hits all enemies within 3-5 meters of you,Generic,2.0,"Stat.Defense.Retaliation, Type.AOE.PointBlank",False
Positive_Each_hit_you_take_increases_your_retaliation_dam,"Each hit you take increases your retaliation damage by 5%-10% for 5 seconds, stacking up to 10 times",Generic,2.0,"Stat.Defense.Retaliation, Trigger.OnHit",False
Positive_100_of_your_block_value_is_added_to_your_retali,100% of your block value is added to your retaliation damage,Generic,2.0,"Stat.Defense.Retaliation, Stat.Defense.Block",False
Positive_Spells_deal_20_40_increased_damage,Spells deal 20%-40% increased damage,Generic,2.0,"Type.Spell, Stat.Offense.Global",False
Positive_Spells_have_a_10_20_chance_to_cast_a_second_ti,Spells have a 10%-20% chance to cast a second time for free,Generic,2.0,Type.Spell,False
Positive_Spells_pierce_through_all_enemies_in_their_path,Spells pierce through all enemies in their path,Generic,2.0,"Type.Spell, Type.Projectile",False
Positive_Spell_critical_hits_deal_50_100_increased_dama,Spell critical hits deal 50%-100% increased damage,Generic,2.0,"Type.Spell, Stat.Offense.Crit",False
Positive_Spells_ignore_15_30_of_enemy_resistances,Spells ignore 15%-30% of enemy resistances,Generic,2.0,"Type.Spell, Stat.Offense.Penetration",False
Positive_Your_spells_leave_a_persistent_AOE_zone_at_the_i,Your spells leave a persistent AOE zone at the impact point lasting 2-4 seconds,Generic,2.0,"Type.Spell, Type.AOE.Persistent",False
Positive_Spells_deal_10_20_bonus_damage_for_each_active,Spells deal 10%-20% bonus damage for each active buff on you,Generic,2.0,"Type.Spell, Type.Buff",False
Positive_While_below_30_HP_your_attack_speed_is_increase,While below 30% HP your attack speed is increased by 30%-60%,Generic,2.0,"Trigger.LowLife, Stat.Offense.Speed",False
Positive_While_below_30_HP_you_are_immune_to_crowd_contr,While below 30% HP you are immune to crowd control,Generic,2.0,"Trigger.LowLife, Keyword.CC",False
Positive_While_below_40_HP_you_deal_30_60_increased_da,While below 40% HP you deal 30%-60% increased damage,Generic,2.0,"Trigger.LowLife, Stat.Offense.Global",False
Positive_While_below_25_HP_you_take_30_50_less_damage,While below 25% HP you take 30%-50% less damage,Generic,2.0,"Trigger.LowLife, Stat.Defense.Global",False
Positive_While_below_50_HP_your_leech_is_doubled,While below 50% HP your leech is doubled,Generic,2.0,"Trigger.LowLife, Stat.Recovery.Leech",False
Positive_Killing_an_enemy_while_below_30_HP_instantly_re,Killing an enemy while below 30% HP instantly restores 15%-25% of your maximum HP,Generic,2.0,"Trigger.LowLife, Trigger.OnKill, Stat.Defense.Life",False
Positive_Every_20_seconds_all_your_skill_cooldowns_are_in,Every 20 seconds all your skill cooldowns are instantly reset,Generic,2.0,Trigger.Timer,False
Positive_Every_12_seconds_gain_a_shield_absorbing_15_25,Every 12 seconds gain a shield absorbing 15%-25% of your maximum HP in damage,Generic,2.0,"Trigger.Timer, Keyword.Shield, Stat.Defense.EnergyShield",False
Positive_Your_damage_is_increased_by_0_01_0_05_permanen,Your damage is increased by 0.01%-0.05% permanently for every 1000 enemies killed this run,Generic,2.0,"Trigger.Progression, Stat.Offense.Global",False
Positive_Your_maximum_HP_is_increased_by_0_01_0_05_perm,Your maximum HP is increased by 0.01%-0.05% permanently for every 1000 enemies killed this run,Generic,2.0,"Trigger.Progression, Stat.Defense.Life",False
Positive_Your_armor_is_increased_by_1_2_for_every_dunge,Your armor is increased by 1%-2% for every dungeon floor cleared this run,Generic,2.0,"Trigger.Progression, Stat.Defense.Armor",False
Positive_Your_cooldowns_reset_50_100_faster_when_fighti,Your cooldowns reset 50%-100% faster when fighting Boss enemies,Generic,2.0,Scope.BossOnly,False
